MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
21000196,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",18,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21000199,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21000311,"['CHE1080', 'GEO3209', 'GEO3210', 'HIS1056', 'MAT1091']",5,['GEO3210'],1
21000322,"['GEO1050', 'HIS1001', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100', 'POL1001']",10,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21000328,"['HIS1056', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1020', 'PHY1100', 'PHY1108', 'PHY2302', 'PHY2500']",12,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21000412,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21000419,"['HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1100', 'PHY1103']",6,['PHI1006'],9
21000424,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21000514,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21000525,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'PHY1103', 'PHY1104']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1104']",50
21000527,"['HIS1056', 'MAT1092', 'MAT1101', 'PHY1103', 'PHY1104']",5,['PHY1104'],7
21000545,"['CHE1080', 'GEO2025', 'GEO3209', 'GEO3210', 'HIS1056', 'MAT1091']",6,['GEO3210'],1
21000567,"['BIO3201', 'CHE1057 QTS', 'CHE1058', 'CHE1058 CLCHD', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD', 'HIS1056', 'MAT1091']",9,"['CHE1058 CLCHD', 'CHE1058', 'CHE1058 CLCCNH', 'CHE1062', 'CHE1062 CLCHD']",16
21000582,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'HIS1001', 'HIS1056', 'MAT1092', 'PHY1103', 'PHY1104']",9,"['CHE1054', 'CHE1054 CLCHD', 'PHY1104']",16
21000610,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",13,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1070']",6
21000733,"['CHE1080', 'GEO3209', 'GEO3210', 'MAT1091', 'PHI1002']",5,['GEO3210'],1
21000755,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21000770,"['CHE1052 CLCCNH', 'GEO1050', 'MAT1092 CLCCNH', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1103 CLCMTKHTT']",10,"['GEO1050', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",6
21000775,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",15,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21000824,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21000880,"['GEO3209', 'GEO3210', 'HIS1056', 'MAT1091', 'PHI1002']",5,['GEO3210'],1
21000929,"['CHE1080', 'EVS2302', 'GEO2300', 'HIS1056', 'MAT1091', 'MAT1092', 'MAT1101', 'PHY1100', 'PHY1103 CLCHD']",9,['HIS1056'],1
21000954,"['GEO3209', 'GEO3210', 'HIS1056', 'MAT1091']",4,['GEO3210'],1
21000956,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",12,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21000962,"['GLO2038', 'HIS1056', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100']",13,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21000968,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21000969,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",7,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21001030,"['PHI1002', 'PHY1020 CTĐB', 'PHY1070', 'PHY1106 QTL', 'PHY1108 QTL', 'PHY1113 TNL', 'PHY2302E QTL']",7,['PHY1070'],1
21001031,"['MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",6,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21001038,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'MAT1092', 'PHI1002', 'PHY1103']",7,"['CHE1054', 'CHE1054 CLCHD']",9
21001054,"['GEO1050', 'GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'POL1001']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21001059,"['HIS1056', 'PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2304']",6,['PHY1070'],1
21001064,"['GLO2038', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002', 'PHI1006', 'PHY1100']",14,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1006']",52
21001114,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2110E TTH', 'CHE2113 TTH', 'HIS1001', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",19,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21001144,"['HIS1056', 'PHI1002', 'PHI1006', 'PHY1108', 'PHY1113', 'PHY2302']",6,['PHI1006'],9
21001158,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1001', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21001192,"['GLO3122', 'GLO3157', 'GLO3158', 'HIS1056', 'MAT1101', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHI1002']",14,"['GLO3157', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",44
21001243,"['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'GEO1050', 'MAT1192 CLCCNS', 'PHI1002']",7,"['BIO2045E CLCCNS', 'BIO2403E CLCCNS', 'BIO3178 CLCCNS', 'CHE1081 CLCCNS', 'MAT1192 CLCCNS']",5
21001244,"['MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",6,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21001343,"['CHE1080', 'GEO2300', 'MAT1091', 'PHY1020 CTĐB', 'PHY1070', 'PHY1100']",6,['PHY1070'],1
21001392,"['MAT2317 CLCMTKHTT', 'MAT2403', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100', 'PHY1103']",9,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21001432,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'CHE2118E TTH', 'CHE2119 TNH', 'CHE2119 TTH', 'MAT1092 TTH', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",17,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21001456,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21001457,"['HIS1056', 'MAT2301', 'MAT2303', 'PHI1002', 'PHI1006', 'PHY1100']",6,['PHI1006'],9
21001473,"['PHY1020 CTĐB', 'PHY1070', 'PHY1108 QTL', 'PHY1113', 'PHY2302']",5,['PHY1070'],1
21001490,"['GLO2038', 'GLO2099', 'MAT1101', 'MAT1192', 'MNS1052', 'PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050', 'PHY1100', 'PHY1108 QTL', 'PHY2306']",15,"['PEC1008', 'PES1005', 'PES1015', 'PES1017', 'PES1020', 'PES1045', 'PES1050']",43
21001543,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1001', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
21001615,"['BIO2202', 'CHE1081', 'HIS1056', 'MAT1101', 'PHI1002', 'PHI1006', 'PHY1103']",7,['PHI1006'],9
21001655,"['GEO1050', 'MAT2317 CLCMTKHTT', 'MAT2502 CLCMTKHTT', 'MAT3500 CLCMTKHTT', 'MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT', 'PHY1100']",8,"['MAT3504', 'MAT3505', 'MAT3505 CLCMTKHTT']",5
21001710,"['PHY1012 TNL', 'PHY1020 CTĐB', 'PHY1070', 'PHY1113 TNL', 'PHY2302 TNL', 'PHY2303 TNL']",6,['PHY1070'],1
21001711,"['CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'CHE1099E TTH', 'CHE1101E TNH', 'CHE1101E TTH', 'HIS1056', 'MAT1092 TTH', 'PHI1002', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",16,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
